siteID,submission_dt,date,bandNumber,type,status,notes,delete_flag
ROBIRONFL1,,2014-05-19,2571-90258,P,alive,,0
ROBIRONFL1,,2014-05-19,2571-90259,P,alive,,0
ROBIRONFL1,,2014-05-19,2571-90261,P,alive,,0
ROBIRONFL1,,2014-05-19,2590-82050,P,alive,,0
LERMSUSMA1,,2014-05-20,2561-86689,P,alive,,0
CARTJOYGA1,,2014-05-21,2661-07930,P,alive,,0
KRIVMAUGA1,,2014-05-22,2710-53725,P,alive,,0
BENNBILMA1,,2014-05-23,2371-04311,P,alive,,0
CASEANNFL1,,2014-05-24,2661-07772,P,alive,,0
VONGJENMD1,,2014-05-24,2730-24704,P,alive,"This was a 2014 sighting, entered a year late.",0
HANDLINPA1,,2014-05-25,1352-46449,P,alive,,0
HANDLINPA1,,2014-05-25,2710-53658,P,alive,,0
HANDLINPA1,,2014-05-25,2710-53659,P,alive,,0
CARTJOYGA1,,2014-05-26,2641-63318,P,alive,,0
CARTJOYGA1,,2014-05-26,2661-07928,P,alive,,0
KRIVMAUGA1,,2014-05-26,2710-53726,P,alive,,0
CARTJOYGA1,,2014-05-27,2641-63319,P,alive,,0
LYNCPATPA1,,2014-05-27,2641-64093,P,alive,,0
LYNCPATPA1,,2014-05-27,2710-53666,P,alive,,0
VONGJENMD1,,2014-05-28,2441-14167,P,alive,,0
VONGJENMD1,,2014-05-28,2641-63901,P,alive,,0
VONGJENMD1,,2014-05-28,2710-25929,P,alive,,0
KRIVMAUGA1,,2014-05-29,2710-53724,P,alive,,0
KRIVMAUGA1,,2014-05-29,2710-53727,P,alive,,0
CARTJOYGA1,,2014-05-30,2661-07929,P,alive,,0
CARTJOYGA1,,2014-05-30,2661-07931,P,alive,,0
LYNCPATPA1,,2014-05-30,2641-64095,P,alive,,0
CARTJOYGA1,,2014-06-01,2641-63318,P,alive,,0
CARTJOYGA1,,2014-06-01,2641-63319,P,alive,,0
CARTJOYGA1,,2014-06-01,2661-07928,P,alive,,0
ROSEJOSMA1,,2014-06-02,2371-04368,P,alive,,0
ROBIRONFL1,,2014-06-03,2661-07782,P,alive,,0
YODELAUPA1,,2014-06-04,2641-97004,P,alive,,0
YODELAUPA1,,2014-06-05,2690-96122,P,alive,,0
CASEANNFL1,,2014-06-06,2331-09136,P,alive,,0
CASEANNFL1,,2014-06-06,2331-90139,P,alive,,0
CASEANNFL1,,2014-06-06,2331-90141,P,alive,,0
CASEANNFL1,,2014-06-06,2331-90143,P,alive,,0
CASEANNFL1,,2014-06-06,2571-90242,P,alive,,0
DOPPJANMA1,,2014-06-06,1212-52856,P,alive,,0
DOPPJANMA1,,2014-06-06,2561-86695,P,alive,,0
HANDLINPA1,,2014-06-06,1352-46449,P,alive,,0
LYNCPATPA1,,2014-06-06,2710-53668,P,alive,,0
ROBIRONFL1,,2014-06-06,2571-70453,P,alive,,0
ROBIRONFL1,,2014-06-06,2661-07773,P,alive,,0
HANDLINPA1,,2014-06-07,1352-46450,P,alive,,0
HANDLINPA1,,2014-06-07,1761-81923,P,alive,,0
HANDLINPA1,,2014-06-07,1761-81925,P,alive,,0
HANDLINPA1,,2014-06-07,1761-81926,P,alive,,0
BENNBILMA1,,2014-06-08,2371-04311,P,alive,,0
BENNBILMA1,,2014-06-08,2561-86612,P,alive,,0
HANDLINPA1,,2014-06-08,1761-81923,P,alive,,0
LYNCPATPA1,,2014-06-09,2641-64096,P,alive,,0
AZARCARPA1,,2014-06-10,2541-40560,P,alive,,0
AZARCARPA1,,2014-06-10,2541-40561,P,alive,,0
AZARCARPA1,,2014-06-10,2641-97046,P,alive,,0
AZARCARPA1,,2014-06-10,2661-31442,P,alive,,0
DOPPJANMA1,,2014-06-11,1212-52896,P,alive,,0
LYNCPATPA1,,2014-06-11,2641-64093,P,alive,,0
LYNCPATPA1,,2014-06-11,2641-64095,P,alive,,0
LYNCPATPA1,,2014-06-11,2710-53664,P,alive,,0
CLARBRYMA1,,2014-06-12,2720-99521,P,alive,Saw in tree in back yard,0
DOPPJANMA1,,2014-06-12,1212-52856,P,alive,,0
LYNCPATPA1,,2014-06-12,2710-53661,P,alive,,0
LYNCPATPA1,,2014-06-12,2710-53666,P,alive,,0
PLANANDGA1,,2014-06-12,2641-63350,P,alive,,0
ROBIRONFL1,,2014-06-12,2571-90259,P,alive,,0
ROBIRONFL1,,2014-06-12,2661-07776,P,alive,,0
ROBIRONFL1,,2014-06-12,2661-07779,P,alive,,0
CANNANNMA1,,2014-06-13,2720-99515,P,alive,,0
CASEANNFL1,,2014-06-13,2571-90247,P,alive,,0
CASEANNFL1,,2014-06-13,2590-82045,P,alive,,0
CASEANNFL1,,2014-06-14,2331-90142,P,alive,,0
PLANANDGA1,,2014-06-14,2641-63352,P,alive,,0
BENNBILMA1,,2014-06-15,2690-87718,P,alive,,0
BRADVALGA1,,2014-06-15,2641-63321,P,alive,,0
CASEANNFL1,,2014-06-15,2331-09138,P,alive,,0
CASEANNFL1,,2014-06-15,2331-09144,P,alive,,0
PLANANDGA1,,2014-06-15,2641-63349,P,alive,,0
KRIVMAUGA1,,2014-06-16,2710-53727,P,alive,,0
HODGBENMA1,,2014-06-17,2690-87894,P,alive,,0
BENNBILMA1,,2014-06-19,2371-04391,P,alive,,0
BENNBILMA1,,2014-06-19,2651-17145,P,alive,,0
BENNBILMA1,,2014-06-19,2651-17147,P,alive,,0
BENNBILMA1,,2014-06-19,2730-27522,P,alive,THIS FEMALE SUCCESSFULLY NESTED IN 2014 WITH MALE 2690-87718,0
BENNBILMA1,,2014-06-19,2730-27523,P,alive,This female successfully nested in 2014 with male #2730-27524,0
BENNBILMA1,,2014-06-19,2730-27524,P,alive,This male successfully nested in 2014 with female #2730-27523,0
BENNBILMA1,,2014-06-19,2730-27525,P,alive,,0
CHANSYLGA1,,2014-06-20,2661-07982,P,alive,,0
CHANSYLGA1,,2014-06-20,2710-53747,P,alive,,0
ROBIRONFL1,,2014-06-21,2571-90261,P,alive,,0
HANDLINPA1,,2014-06-22,2710-53659,P,alive,,0
ROBIRONFL1,,2014-06-22,1991-18070,P,alive,,0
CASEANNFL1,,2014-06-23,2661-07772,P,alive,,0
KRIVMAUGA1,,2014-06-23,2710-53724,P,alive,,0
JORGJANMA1,,2014-06-24,2561-86631,P,alive,,0
KRIVMAUGA1,,2014-06-24,2710-53726,P,alive,,0
CHANSYLGA1,,2014-06-25,2661-07981,P,alive,,0
GRIFRACMA1,,2014-06-25,1891-11072,P,alive,The aluminum band on the left leg is missing.,0
MCCAANNGA1,,2014-06-25,2661-07994,P,alive,,0
MCCAANNGA1,,2014-06-26,2641-63379,P,alive,,0
LEEJOEPA1,,2014-06-28,2641-97055,P,alive,,0
MCCAANNGA1,,2014-06-28,2661-07995,P,alive,,0
FOYLDONPA1,,2014-06-29,2641-97063,P,alive,,0
KRIVMAUGA1,,2014-06-29,2710-53728,P,alive,,0
MCCAANNGA1,,2014-06-29,2661-07996,P,alive,,0
KRENMARGA1,,2014-06-30,2641-63386,P,alive,,0
KRIVMAUGA1,,2014-06-30,2641-63323,P,alive,,0
ROBIRONFL1,,2014-06-30,1991-18072,P,alive,,0
ROBIRONFL1,,2014-06-30,2641-96686,P,alive,,0
AZARCARPA1,,2014-07-01,1232-87977,P,alive,,0
CARTJOYGA1,,2014-07-01,2661-07928,P,alive,,0
CASEANNFL1,,2014-07-01,2571-90242,P,alive,,0
CHANSYLGA1,,2014-07-01,2661-07982,P,alive,,0
CASEANNFL1,,2014-07-02,2331-09138,P,alive,,0
CASEANNFL1,,2014-07-02,2331-90143,P,alive,,0
HIGGBETMA1,,2014-07-02,2651-17119,P,alive,,0
KRIVMAUGA1,,2014-07-02,2710-53725,P,alive,,0
MARIJAYGA1,,2014-07-03,1272-42459,P,alive,,0
CARTJOYGA1,,2014-07-04,2661-07929,P,alive,,0
KRENMARGA1,,2014-07-04,1272-42462,P,alive,,0
KRENMARGA1,,2014-07-04,2641-63387,P,alive,,0
KRENMARGA1,,2014-07-04,2661-07999,P,alive,,0
KRIVMAUGA1,,2014-07-04,2710-53728,P,alive,,0
MARIJAYGA1,,2014-07-04,2661-07990,P,alive,,0
HANDLINPA1,,2014-07-05,2641-64092,P,alive,,0
ROBIRONFL1,,2014-07-05,2331-09149,P,alive,,0
PLANANDGA1,,2014-07-06,2641-63351,P,alive,,0
CASEANNFL1,,2014-07-07,2331-09136,P,alive,,0
CASEANNFL1,,2014-07-07,2331-90139,P,alive,,0
CASEANNFL1,,2014-07-07,2331-90141,P,alive,,0
DESIELAGA1,,2014-07-07,2661-31806,P,alive,,0
ROBIRONFL1,,2014-07-07,2661-07780,P,alive,,0
ROSEJOSMA1,,2014-07-07,1891-11048,P,alive,,0
BENNBILMA1,,2014-07-10,2651-17147,P,alive,,0
DEMAPATPA1,,2014-07-10,1352-45401,P,alive,,0
DEMAPATPA1,,2014-07-10,1352-46401,P,alive,,0
DEMAPATPA1,,2014-07-10,1352-46444,P,alive,,0
DEMAPATPA1,,2014-07-10,1761-81911,P,alive,,0
DEMAPATPA1,,2014-07-10,2641-64001,P,alive,,0
DEMAPATPA1,,2014-07-10,2641-64086,P,alive,,0
DEMAPATPA1,,2014-07-10,2641-64089,P,alive,,0
DEMAPATPA1,,2014-07-10,2661-33001,P,alive,,0
DEMAPATPA1,,2014-07-10,2690-96120,P,alive,,0
PLANANDGA1,,2014-07-10,2641-63348,P,alive,,0
ANDEBRUPA1,,2014-07-11,2641-97072,P,alive,,0
ANDEBRUPA1,,2014-07-11,2641-97075,P,alive,,0
ANDEBRUPA1,,2014-07-11,2641-97078,P,alive,,0
FOYLDONPA1,,2014-07-11,2690-96196,P,alive,,0
CASEANNFL1,,2014-07-12,2331-90142,P,alive,,0
CASEANNFL1,,2014-07-12,2641-96736,P,alive,,0
CASEANNFL1,,2014-07-12,2641-96737,P,alive,,0
CASEANNFL1,,2014-07-12,2641-96738,P,alive,,0
CASEANNFL1,,2014-07-12,2641-96742,P,alive,,0
KRENMARGA1,,2014-07-12,2641-63384,P,alive,,0
KRENMARGA1,,2014-07-12,2710-53753,P,alive,,0
WISSSTEGA1,,2014-07-12,2421-11316,P,alive,,0
ANDEBRUPA1,,2014-07-13,2661-08056,P,alive,,0
CASEANNFL1,,2014-07-13,2331-09136,P,alive,,0
CASEANNFL1,,2014-07-13,2331-09144,P,alive,,0
CASEANNFL1,,2014-07-13,2571-90247,P,alive,,0
CASEANNFL1,,2014-07-13,2641-96735,P,alive,,0
CASEANNFL1,,2014-07-13,2641-96739,P,alive,,0
CASEANNFL1,,2014-07-13,2661-07772,P,alive,,0
DESIELAGA1,,2014-07-13,2641-63400,P,alive,,0
ANDEBRUPA1,,2014-07-14,2661-08057,P,alive,,0
ANDEBRUPA1,,2014-07-14,2730-26363,P,alive,,0
BENNBILMA1,,2014-07-14,2690-87718,P,alive,,0
FERKHOLPA1,,2014-07-14,2730-26318,P,alive,,0
AZARCARPA1,,2014-07-15,2661-31442,P,alive,,0
BALDARTPA1,,2014-07-15,2641-97090,P,alive,,0
BALDARTPA1,,2014-07-15,2661-08073,P,alive,,0
BALDARTPA1,,2014-07-15,2661-08074,P,alive,,0
CARTJOYGA1,,2014-07-15,2661-07930,P,alive,,0
CHANSYLGA1,,2014-07-15,2661-07981,P,alive,,0
CLARBRYMA1,,2014-07-16,2690-87917,P,alive,saw on deck railing near bird house,0
HANDLINPA1,,2014-07-16,1761-81923,P,alive,,0
ANDEBRUPA1,,2014-07-17,2730-26366,P,alive,,0
BENNBILMA1,,2014-07-18,2651-17145,P,alive,,0
HAMINANGA1,,2014-07-18,1272-42465,P,alive,,0
HANDLINPA1,,2014-07-18,1761-81925,P,alive,,0
HARTDELGA1,,2014-07-18,2421-11322,P,alive,,0
HARTDELGA1,,2014-07-18,2710-53768,P,alive,,0
CASEANNFL1,,2014-07-19,2590-82098,P,alive,,0
CHANSYLGA1,,2014-07-19,2710-53747,P,alive,,0
FERKHOLPA1,,2014-07-19,2661-08028,P,alive,,0
GRIFRACMA1,,2014-07-19,1212-36664,P,alive,,0
GRIFRACMA1,,2014-07-19,1891-11072,P,alive,The aluminum band on the left leg is missing.,0
HANDLINPA1,,2014-07-19,1761-81926,P,alive,,0
PLANANDGA1,,2014-07-19,2641-63350,P,alive,,0
BENNBILMA1,,2014-07-20,2371-04391,P,alive,,0
BENNBILMA1,,2014-07-20,2730-27524,P,alive,,0
HAMINANGA1,,2014-07-20,1272-42466,P,alive,,0
HARTDELGA1,,2014-07-20,2661-31841,P,alive,,0
KRENMARGA1,,2014-07-20,2641-63385,P,alive,,0
KRENMARGA1,,2014-07-20,2710-53755,P,alive,,0
SHERNYLGA1,,2014-07-20,2661-31803,P,alive,,0
SHERNYLGA1,,2014-07-20,2710-53757,P,alive,,0
WISSSTEGA1,,2014-07-20,2661-31834,P,alive,,0
FERNBANGA1,,2014-07-21,2641-63358,P,alive,,0
CASEANNFL1,,2014-07-22,2641-96740,P,alive,,0
ROBIRONFL1,,2014-07-22,2590-82054,P,alive,,0
ROBIRONFL1,,2014-07-22,2590-82100,P,alive,,0
HANDLINPA1,,2014-07-23,2710-53659,P,alive,,0
LYNCPATPA1,,2014-07-23,2641-64095,P,alive,,0
ROBIRONFL1,,2014-07-23,2661-07781,P,alive,,0
ROSEJOSMA1,,2014-07-23,2651-17111,P,alive,,0
RALSJIMPA1,,2014-07-24,2730-26378,P,alive,,0
KRIVMAUGA1,,2014-07-25,2710-53726,P,alive,,0
KRIVMAUGA1,,2014-07-25,2710-53727,P,alive,,0
PLANANDGA1,,2014-07-25,2641-63352,P,alive,,0
KRIVMAUGA1,,2014-07-26,2710-53724,P,alive,,0
RALSJIMPA1,,2014-07-26,2661-08070,P,alive,,0
ANDEBRUPA1,,2014-07-27,2641-97074,P,alive,,0
PHILJIMPA1,,2014-07-27,2331-40274,P,alive,,0
ROBIRONFL1,,2014-07-27,2571-90263,P,alive,,0
RALSJIMPA1,,2014-07-28,2661-08067,P,alive,,0
ROSEJOSMA1,,2014-07-28,2651-17112,P,alive,,0
KARMALYPA1,,2014-07-29,2730-26306,P,alive,,0
KARMALYPA1,,2014-07-29,2730-26308,P,alive,,0
RALSJIMPA1,,2014-07-29,2641-97080,P,alive,,0
RALSJIMPA1,,2014-07-29,2730-26375,P,alive,,0
ROBIRONFL1,,2014-07-30,2661-07783,P,alive,,0
HARTDELGA1,,2014-07-31,2421-11322,P,alive,,0
KARMALYPA1,,2014-07-31,2661-08019,P,alive,,0
KARMALYPA1,,2014-07-31,2730-26305,P,alive,,0
KARMALYPA1,,2014-07-31,2730-26309,P,alive,,0
KARMALYPA1,,2014-07-31,2730-26310,P,alive,,0
BENNBILMA1,,2014-08-01,2730-27523,P,alive,,0
CARTJOYGA1,,2014-08-02,2661-07931,P,alive,,0
ANDEBRUPA1,,2014-08-03,2641-97077,P,alive,,0
MARIJAYGA1,,2014-08-03,2661-07990,P,alive,,0
KILEHAYPA1,,2014-08-04,2730-26303,P,alive,noData; NA,0
BRADVALGA1,,2014-08-05,2710-53723,P,alive,,0
KARMALYPA1,,2014-08-06,2661-08019,P,alive,,0
KRENMARGA1,,2014-08-06,2641-63387,P,alive,,0
KRENMARGA1,,2014-08-08,2710-53753,P,alive,,0
AKREMICMA1,,2014-08-09,2641-85659,P,alive,,0
AKREMICMA1,,2014-08-09,2691-06136,P,alive,,0
AKREMICMA1,,2014-08-09,2691-06139,P,alive,,0
BENNBILMA1,,2014-08-09,2730-27525,P,alive,,0
EDWALINGA1,,2014-08-09,2661-31849,P,alive,,0
KRENMARGA1,,2014-08-09,2641-63386,P,alive,,0
AKREMICMA1,,2014-08-10,2691-06140,P,alive,,0
BENNBILMA1,,2014-08-10,2730-27526,P,alive,,0
HARTDELGA1,,2014-08-12,2710-53769,P,alive,noData; NA,0
MERIMARMA1,,2014-08-12,2690-87789,P,alive,,0
KINGGEOMA1,,2014-08-14,2690-87899,P,alive,,0
WISSSTEGA1,,2014-08-14,2661-31834,P,alive,,0
KRIVMAUGA1,,2014-08-15,2710-53725,P,alive,,0
PLANANDGA1,,2014-08-15,2641-63348,P,alive,,0
PLANANDGA1,,2014-08-15,2641-63352,P,alive,,0
HARTDELGA1,,2014-08-17,2661-31841,P,alive,,0
KILEHAYPA1,,2014-08-17,2730-26302,P,alive,noData; NA,0
CASEANNFL1,,2014-08-18,2571-90242,P,alive,,0
CASEANNFL1,,2014-08-19,2571-90247,P,alive,,0
CASEANNFL1,,2014-08-19,2641-96737,P,alive,,0
HARTDELGA1,,2014-08-19,2661-31841,P,alive,,0
HEADDOTGA1,,2014-08-19,2421-11340,P,alive,,0
RALSJIMPA1,,2014-08-19,2730-26377,P,alive,,0
CASEANNFL1,,2014-08-20,2331-09144,P,alive,,0
MCCAANNGA1,,2014-08-20,2661-07991,P,alive,,0
RALSJIMPA1,,2014-08-20,2661-08068,P,alive,,0
RALSJIMPA1,,2014-08-20,2661-08069,P,alive,,0
CARTJOYGA1,,2014-08-21,2641-63318,P,alive,,0
CARTJOYGA1,,2014-08-21,2641-63319,P,alive,,0
MCCAANNGA1,,2014-08-21,2641-63379,P,alive,,0
ANDEBRUPA1,,2014-08-22,2661-08059,P,alive,,0
EDWALINGA1,,2014-08-23,2421-11330,P,alive,,0
HAMMSHIMA1,,2014-08-24,2720-99587,N,alive,"rsNeighbor BBL, Vernon Street, Northampton, MA",0
BENNBILMA1,,2014-08-26,2651-17146,P,alive,,0
WISSSTEGA1,,2014-08-26,2421-11316,P,alive,,0
CASEANNFL1,,2014-08-27,2331-90139,P,alive,,0
CASEANNFL1,,2014-08-27,2331-90141,P,alive,,0
AZARCARPA1,,2014-08-28,2661-31442,P,alive,,0
CASEANNFL1,,2014-08-28,2641-96736,P,alive,,0
CASEANNFL1,,2014-08-28,2641-96739,P,alive,,0
CASEANNFL1,,2014-08-28,2641-96742,P,alive,,0
EDWALINGA1,,2014-08-28,2421-11331,P,alive,,0
EDWALINGA1,,2014-08-28,2661-31847,P,alive,,0
EDWALINGA1,,2014-08-28,2661-31848,P,alive,,0
EDWALINGA1,,2014-08-28,2661-31850,P,alive,,0
KARMALYPA1,,2014-08-28,2730-26305,P,alive,,0
KARMALYPA1,,2014-08-28,2730-26306,P,alive,,0
KARMALYPA1,,2014-08-28,2730-26307,P,alive,,0
KARMALYPA1,,2014-08-28,2730-26308,P,alive,,0
KARMALYPA1,,2014-08-28,2730-26309,P,alive,,0
KARMALYPA1,,2014-08-28,2730-26310,P,alive,,0
LYNCPATPA1,,2014-08-28,1761-81933,P,alive,,0
LYNCPATPA1,,2014-08-28,2641-64096,P,alive,,0
LYNCPATPA1,,2014-08-28,2710-53666,P,alive,,0
EDWALINGA1,,2014-08-30,2421-11328,P,alive,,0
HARTDELGA1,,2014-08-30,2661-31841,P,alive,,0
KINGHOPPA1,,2014-08-30,2730-26301,P,alive,,0
RALSJIMPA1,,2014-08-30,2641-97081,P,alive,,0
RALSJIMPA1,,2014-08-30,2661-08066,P,alive,,0
RALSJIMPA1,,2014-08-30,2730-26378,P,alive,,0
CASEANNFL1,,2014-08-31,2331-09138,P,alive,,0
CASEANNFL1,,2014-08-31,2331-90143,P,alive,,0
CASEANNFL1,,2014-08-31,2590-82098,P,alive,,0
CASEANNFL1,,2014-09-01,2331-09136,P,alive,,0
CASEANNFL1,,2014-09-01,2571-90242,P,alive,,0
CASEANNFL1,,2014-09-01,2641-96735,P,alive,,0
LYNCPATPA1,,2014-09-01,2710-53668,P,alive,,0
BARTTARPA1,,2014-09-02,2641-64059,P,alive,,0
PINKSUSPA1,,2014-09-02,2541-40564,P,alive,,0
CASEANNFL1,,2014-09-03,2641-96736,P,alive,,0
FERKHOLPA1,,2014-09-03,2730-26317,P,alive,,0
MCCAANNGA1,,2014-09-03,2661-07992,P,alive,,0
MCCAANNGA1,,2014-09-03,2661-07995,P,alive,,0
RALSJIMPA1,,2014-09-03,2730-26377,P,alive,,0
CASEANNFL1,,2014-09-04,2331-90139,P,alive,,0
CASEANNFL1,,2014-09-04,2571-90247,P,alive,,0
CASEANNFL1,,2014-09-05,2641-96738,P,alive,,0
CHURCARFL1,,2014-09-06,2590-82062,P,alive,,0
CHURCARFL1,,2014-09-06,2661-31324,P,alive,,0
FOYLDONPA1,,2014-09-06,2690-96196,P,alive,,0
CASEANNFL1,,2014-09-08,2331-09144,P,alive,,0
CASEANNFL1,,2014-09-08,2331-90141,P,alive,,0
AZARCARPA1,,2014-09-10,2661-31442,P,alive,,0
CASEANNFL1,,2014-09-10,2331-09138,P,alive,,0
CASEANNFL1,,2014-09-10,2331-90142,P,alive,,0
CASEANNFL1,,2014-09-10,2641-96737,P,alive,,0
KARMALYPA1,,2014-09-12,2730-26305,P,alive,,0
PHILJIMPA1,,2014-09-12,2331-40274,P,alive,,0
FERKHOLPA1,,2014-09-13,2661-08028,P,alive,,0
TABARENPA1,,2014-09-13,2331-40282,P,alive,,0
ANDEBRUPA1,,2014-09-14,2641-97076,P,alive,,0
ANDEBRUPA1,,2014-09-14,2661-08057,P,alive,,0
ANDEBRUPA1,,2014-09-14,2730-26363,P,alive,,0
ANDEBRUPA1,,2014-09-14,2730-26364,P,alive,,0
OLMSSTUPA1,,2014-09-14,2730-26342,P,alive,,0
OLMSSTUPA1,,2014-09-14,2730-26343,P,alive,,0
SACHLARPA1,,2014-09-14,2331-40229,P,alive,,0
CARTJOYGA1,,2014-09-15,2641-63319,P,alive,,0
PLANANDGA1,,2014-09-15,2641-63352,P,alive,,0
RALSJIMPA1,,2014-09-15,2730-26376,P,alive,,0
KARMALYPA1,,2014-09-16,2730-26310,P,alive,,0
SACHLARPA1,,2014-09-16,2710-54105,P,alive,,0
CASEANNFL1,,2014-09-17,2641-96742,P,alive,,0
BENNBILMA1,,2014-09-19,2651-17146,P,alive,,0
BENNBILMA1,,2014-09-19,2690-87833,P,alive,,0
CASEANNFL1,,2014-09-19,2641-96739,P,alive,,0
ECKLJULPA1,,2014-09-21,2641-64070,P,alive,,0
ECKLJULPA1,,2014-09-21,2661-31497,P,alive,,0
ECKLJULPA1,,2014-09-21,2710-54018,P,alive,,0
HARTDELGA1,,2014-09-22,2710-53767,P,alive,noData; NA,0
KRIVMAUGA1,,2014-09-22,2710-53728,P,alive,,0
RALSJIMPA1,,2014-09-23,2730-26375,P,alive,,0
CASEANNFL1,,2014-09-24,2331-09136,P,alive,,0
CARTJOYGA1,,2014-09-25,2641-63318,P,alive,,0
DEPHKATPA1,,2014-09-25,2690-96112,P,alive,,0
EDWALINGA1,,2014-09-27,2421-11328,P,alive,,0
EDWALINGA1,,2014-09-27,2661-31847,P,alive,,0
EDWALINGA1,,2014-09-27,2661-31850,P,alive,,0
BENNBILMA1,,2014-09-28,2730-27526,P,alive,,0
DOPPJANMA1,,2014-09-28,2690-87755,P,alive,,0
EDWALINGA1,,2014-09-28,2421-11330,P,alive,,0
EDWALINGA1,,2014-09-28,2661-31849,P,alive,,0
HARTDELGA1,,2014-09-28,2710-53768,P,alive,noData; NA,0
SACHLARPA1,,2014-09-28,2331-40228,P,alive,,0
SACHLARPA1,,2014-09-28,2641-64004,P,alive,,0
SACHLARPA1,,2014-09-28,2710-54107,P,alive,,0
EDWALINGA1,,2014-09-29,2421-11331,P,alive,,0
KRIVMAUGA1,,2014-09-29,2710-53726,P,alive,,0
ANDEBRUPA1,,2014-09-30,2730-26365,P,alive,,0
KARMALYPA1,,2014-09-30,2730-26307,P,alive,,0
KARMALYPA1,,2014-09-30,2730-26309,P,alive,,0
KRIVMAUGA1,,2014-09-30,2710-53724,P,alive,,0
KRIVMAUGA1,,2014-09-30,2710-53727,P,alive,,0
CASEANNFL1,,2014-10-01,2331-90141,P,alive,,0
CASEANNFL1,,2014-10-01,2571-90247,P,alive,,0
CASEANNFL1,,2014-10-01,2641-96737,P,alive,,0
DOPPJANMA1,,2014-10-01,2690-87755,P,alive,,0
CASEANNFL1,,2014-10-02,2331-09144,P,alive,,0
CASEANNFL1,,2014-10-02,2641-96736,P,alive,,0
CASEANNFL1,,2014-10-02,2641-96739,P,alive,,0
CASEANNFL1,,2014-10-03,2571-90242,P,alive,,0
KRIVMAUGA1,,2014-10-03,2710-53727,P,alive,,0
KRIVMAUGA1,,2014-10-03,2710-53728,P,alive,,0
CARTJOYGA1,,2014-10-04,2641-63319,P,alive,,0
ECKLJULPA1,,2014-10-06,2331-40295,P,alive,,0
ECKLJULPA1,,2014-10-06,2710-53625,P,alive,,0
FERKHOLPA1,,2014-10-06,2661-08028,P,alive,,0
FERKHOLPA1,,2014-10-06,2730-26315,P,alive,,0
FERKHOLPA1,,2014-10-06,2730-26317,P,alive,,0
CASEANNFL1,,2014-10-07,2331-09136,P,alive,,0
HANDLINPA1,,2014-10-07,1761-81925,P,alive,,0
CASEANNFL1,,2014-10-09,2641-96738,P,alive,,0
STACTIMPA1,,2014-10-11,2641-97053,P,alive,,0
STACTIMPA1,,2014-10-11,2690-96173,P,alive,,0
BENNBILMA1,,2014-10-12,2690-87833,P,alive,,0
BENNBILMA1,,2014-10-12,2730-27522,P,alive,,0
BENNBILMA1,,2014-10-12,2730-27525,P,alive,,0
CARTJOYGA1,,2014-10-12,2641-63318,P,alive,,0
KRENMARGA1,,2014-10-12,2661-07999,P,alive,,0
KRENMARGA1,,2014-10-12,2710-53753,P,alive,,0
KRENMARGA1,,2014-10-12,2710-53755,P,alive,,0
ECKLJULPA1,,2014-10-13,2661-31497,P,alive,,0
KARMALYPA1,,2014-10-14,2730-26305,P,alive,,0
KARMALYPA1,,2014-10-14,2730-26306,P,alive,,0
KARMALYPA1,,2014-10-14,2730-26307,P,alive,,0
KARMALYPA1,,2014-10-14,2730-26308,P,alive,,0
KARMALYPA1,,2014-10-14,2730-26309,P,alive,,0
KARMALYPA1,,2014-10-14,2730-26310,P,alive,,0
AZARCARPA1,,2014-10-15,2661-31442,P,alive,,0
RALSJIMPA1,,2014-10-15,2730-26375,P,alive,,0
BRADVALGA1,,2014-10-16,2710-53722,P,alive,,0
BRADVALGA1,,2014-10-19,2710-53723,P,alive,noData; at birdbath,0
SACHLARPA1,,2014-10-19,2641-64004,P,alive,,0
SACHLARPA1,,2014-10-19,2710-54107,P,alive,,0
AZARCARPA1,,2014-10-20,2641-97046,P,alive,,0
BRADVALGA1,,2014-10-21,2661-07933,P,alive,,0
PINKSUSPA1,,2014-10-21,2541-40564,P,alive,,0
CASEANNFL1,,2014-10-22,2331-09138,P,alive,,0
ECKLJULPA1,,2014-10-22,2641-64070,P,alive,,0
ECKLJULPA1,,2014-10-22,2710-53629,P,alive,noData; NA,0
ECKLJULPA1,,2014-10-22,2710-53632,P,alive,,0
ECKLJULPA1,,2014-10-22,2710-53634,P,alive,,0
ECKLJULPA1,,2014-10-22,2710-54015,P,alive,,0
ECKLJULPA1,,2014-10-22,2710-54016,P,alive,,0
ECKLJULPA1,,2014-10-22,2710-54017,P,alive,,0
ECKLJULPA1,,2014-10-22,2710-54018,P,alive,noData; NA,0
ECKLJULPA1,,2014-10-22,2710-54019,P,alive,,0
KRIVMAUGA1,,2014-10-23,2710-53724,P,alive,,0
BENNBILMA1,,2014-10-24,2651-17146,P,alive,,0
BENNBILMA1,,2014-10-25,2730-27526,P,alive,,0
KRIVMAUGA1,,2014-10-25,2710-53726,P,alive,,0
STACTIMPA1,,2014-10-26,2690-96173,P,alive,,0
EDWALINGA1,,2014-10-27,2421-11328,P,alive,,0
EDWALINGA1,,2014-10-27,2661-31847,P,alive,,0
EDWALINGA1,,2014-10-27,2661-31850,P,alive,,0
DEPHKATPA1,,2014-10-28,2690-96112,P,alive,,0
RALSJIMPA1,,2014-10-28,2730-26376,P,alive,,0
RALSJIMPA1,,2014-10-28,2730-26377,P,alive,,0
